concentration,rate,state
0.7530825375540833,208.2159591856051,treated
0.3300935642736698,175.51350347087717,treated
0.4070822050336979,182.7251487610898,treated
0.7364894834073005,186.4943233952644,treated
1.0253233260770214,193.1193236346534,treated
0.36102483110607386,177.2997572113446,treated
0.6421273937914652,197.91105749781647,treated
0.7165567906710705,186.80299164253822,treated
0.5672969843820908,201.53555627583972,treated
0.3871967942942334,170.70843977913754,treated
0.45912495302248013,183.01211118715813,treated
0.1659248263644474,146.5167277206754,treated
0.2494406445468808,180.66611585570507,treated
0.6069002643061641,195.31795341102244,treated
0.736588354002178,202.20046509515802,treated
0.29081091341521853,166.91159096110638,treated
0.35555545456025345,183.54525837968075,treated
0.07336350374180603,106.82822491190826,treated
0.17712409160250026,164.79842418098934,treated
0.22815614390288844,165.4147671614921,treated
0.5703107711421073,193.2427782772696,treated
0.7393945900963714,202.67083119148614,treated
1.0145643029081484,190.9797748665909,treated
1.0933765099434567,205.64058460778045,treated
0.3070485607412875,170.18221621843037,treated
0.09009592831023243,136.13953690749116,treated
0.6897445306699437,200.29942938826505,treated
1.0914722709544866,199.30852903799905,treated
1.0973364873074938,198.8264057850481,treated
0.5848037728580808,179.63810738675477,treated
0.2050261065247856,162.81335622023266,treated
0.393552533606215,188.52510136716117,treated
0.7677203088627825,202.3842423866348,treated
0.02678768650440978,74.6607417487472,treated
0.40228996441352,186.93849208651918,treated
0.9913489592552597,205.16484822433182,treated
0.30842732965517955,140.95831540344676,untreated
0.4385171732214078,147.3405753811193,untreated
0.1698300404562101,113.97806078745874,untreated
0.4777592964729111,137.22105109449285,untreated
0.35882177494686357,140.895458475187,untreated
0.9599524637116668,148.72001894733654,untreated
0.4307447385714791,143.16326520341204,untreated
0.8818792512007667,149.97628653595714,untreated
0.5915572980711485,149.3995178621831,untreated
0.06428278177761294,86.98403573161097,untreated
0.15802535874739604,115.1479550759411,untreated
0.9203491600324768,157.0506032344937,untreated
0.13009622370746088,110.36740672673669,untreated
0.7641737050888144,150.62853815926582,untreated
0.3810350698177985,154.58105715770657,untreated
0.5363618700009825,153.15823037515386,untreated
0.9541217330289479,157.7626864841974,untreated
0.12474049488018564,112.12403232028133,untreated
0.6276969545928381,136.95731494879118,untreated
0.1776941319987349,114.93213743400518,untreated
0.18122593828451145,137.26698383781127,untreated
0.4697500156961136,144.17706872837516,untreated
0.27236198797965805,144.51975921202842,untreated
0.7978768272388292,156.6581037895556,untreated
1.0768846974923616,152.89771321674857,untreated
0.2745403710823394,142.1002369120477,untreated
0.027037951576541264,57.09615032214144,untreated
0.21107206734856238,133.17466367234547,untreated
0.37042755922544945,156.2871736185638,untreated
1.0899395304708057,158.66881086166478,untreated
0.7712302998456229,148.011082436625,untreated
0.2021101225711202,127.93581455441885,untreated
0.494893122150562,153.65505146882532,untreated
0.7380570237330977,154.5936746308498,untreated
0.1802953230714415,134.92696937224548,untreated
0.20281553169233973,119.6894118328286,untreated
0.9392807323353919,146.59964721952673,untreated
1.0620861147710843,150.69658514683675,untreated
0.28108955445831846,136.83446913340794,untreated
0.1529899366506961,122.40001594989542,untreated
1.042408491223427,157.00086328320768,untreated
0.14032626072389198,105.40660512331745,untreated
0.510405144582789,133.82370434911903,untreated
0.17409392096945933,131.81118239416153,untreated
0.05829226959354763,93.81150546159071,untreated
0.7298866394561305,153.40435894253488,untreated
0.48373991131494765,155.66094413363646,untreated
0.4699527835949397,153.49409180847144,untreated
0.6836771900750229,130.64516045667023,untreated
0.5602043374196861,151.92776464960514,untreated
1.0057873952393273,142.70022523264993,untreated
0.7652679727202779,136.90581386576102,untreated
0.9447267297678212,142.19771451841348,untreated
0.09850932156741228,100.34908935747364,untreated
0.1771172282280199,127.96335780687099,untreated
0.529864681076882,138.2421125195314,untreated
0.8207165530162941,167.46136839331757,untreated
0.9455866524636124,161.27211145991967,untreated
0.8105759697577317,145.72194793947898,untreated
0.9816172781654697,152.08206069135565,untreated
1.0896522336270118,139.31127941828174,untreated
0.6026811971876689,149.61056568229418,untreated
0.7940370588577901,143.50388728261603,untreated
1.075082293624355,141.9995052871358,untreated
0.5356716915977743,128.44454884148587,untreated
0.953999576433025,154.28677955660933,untreated
0.8012149126416234,153.45545899875887,untreated
0.14884369278644757,132.33895704987003,untreated
0.7646688114328497,138.74802553239653,untreated
0.42938326037405067,141.4077358717282,untreated
0.05888928753414967,87.26135509162044,untreated
0.42404313394368026,154.56379756576305,untreated
0.33909423563649066,141.5882796806297,untreated
0.8889958194174642,158.20496657970259,untreated
0.4017534439007372,153.01530191367667,untreated
0.4179294677034627,132.87857400453387,untreated
0.9485242514284409,146.0734865392448,untreated
0.6306950070927866,150.00139051463532,untreated
1.0298398140555143,128.3192968833433,untreated
0.2547113471843326,144.7346476258364,untreated
0.8679933984655047,148.8735885990674,untreated
0.44580576721280746,145.77105249715714,untreated
0.5957089886034087,148.59695934176102,untreated
0.023340952280939162,51.402818609448566,untreated
0.28238735739514664,146.63785699304543,untreated
0.05456289611019074,78.11760383145995,untreated
0.3373862119044503,129.7816421496638,untreated
0.15463417470688748,112.8589764683293,untreated
0.045976783542265226,87.46298434686837,untreated
0.4984488979320801,141.34252700106595,untreated
0.6387271201796716,154.45569006259345,untreated
0.9519135042947365,156.34296561898597,untreated
0.31229352586563813,150.10493875922901,untreated
0.5032200378118098,142.77918015818094,untreated
0.9266713618262066,151.44052561649087,untreated
0.919268444144704,159.87745298054637,untreated
0.6331204715836702,151.61513377674837,untreated
0.6116025523590373,147.1985487843484,untreated
0.7137926290830491,158.80458331406837,untreated
0.2613544856332137,134.48767216255268,untreated
